"Entry ID","Structure Author","Deposition Date","Resolution (Å)","Citation Author","Title","Publication Year","Structure Title","Expression Host","Source Organism","Total Number of Polymer Residues per Assembly",
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
,,,,,,,,,"Tetrahymena thermophila SB210",,
"6Z6J","Wells, J.N.","2020-05-28","3.4","Wells, J.N., Buschauer, R., Mackens-Kiani, T., Best, K., Kratzat, H., Berninghausen, O., Becker, T., Gilbert, W., Cheng, J., Beckmann, R.","Structure and function of yeast Lso2 and human CCDC124 bound to hibernating ribosomes.",2020,"Cryo-EM structure of yeast Lso2 bound to 80S ribosomes under native condition",,"Saccharomyces cerevisiae S288C",17447,
,"Buschauer, R.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Mackens-Kiani, T.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Best, K.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Kratzat, H.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Berninghausen, O.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Becker, T.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Cheng, J.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Beckmann, R.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
"6Z6K","Wells, J.N.","2020-05-28","3.4","Wells, J.N., Buschauer, R., Mackens-Kiani, T., Best, K., Kratzat, H., Berninghausen, O., Becker, T., Gilbert, W., Cheng, J., Beckmann, R.","Structure and function of yeast Lso2 and human CCDC124 bound to hibernating ribosomes.",2020,"Cryo-EM structure of yeast reconstituted Lso2 bound to 80S ribosomes",,"Saccharomyces cerevisiae S288C",17446,
,"Buschauer, R.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Mackens-Kiani, T.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Best, K.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Kratzat, H.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Berninghausen, O.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Becker, T.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Cheng, J.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Beckmann, R.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,"Escherichia coli","Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
,,,,,,,,,"Saccharomyces cerevisiae S288C",,
"6Z6L","Wells, J.N.","2020-05-28","3","Wells, J.N., Buschauer, R., Mackens-Kiani, T., Best, K., Kratzat, H., Berninghausen, O., Becker, T., Gilbert, W., Cheng, J., Beckmann, R.","Structure and function of yeast Lso2 and human CCDC124 bound to hibernating ribosomes.",2020,"Cryo-EM structure of human CCDC124 bound to 80S ribosomes",,"Homo sapiens",20812,
,"Buschauer, R.",,,,,,,,"Homo sapiens",,
,"Mackens-Kiani, T.",,,,,,,,"Homo sapiens",,
,"Best, K.",,,,,,,,"Homo sapiens",,
,"Kratzat, H.",,,,,,,,"Homo sapiens",,
,"Berninghausen, O.",,,,,,,,"Homo sapiens",,
,"Becker, T.",,,,,,,,"Homo sapiens",,
,"Cheng, J.",,,,,,,,"Homo sapiens",,
,"Beckmann, R.",,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
"6Z6M","Wells, J.N.","2020-05-28","3.1","Wells, J.N., Buschauer, R., Mackens-Kiani, T., Best, K., Kratzat, H., Berninghausen, O., Becker, T., Gilbert, W., Cheng, J., Beckmann, R.","Structure and function of yeast Lso2 and human CCDC124 bound to hibernating ribosomes.",2020,"Cryo-EM structure of human 80S ribosomes bound to EBP1, eEF2 and SERBP1",,"Homo sapiens",21867,
,"Buschauer, R.",,,,,,,,"Homo sapiens",,
,"Mackens-Kiani, T.",,,,,,,,"Homo sapiens",,
,"Best, K.",,,,,,,,"Homo sapiens",,
,"Kratzat, H.",,,,,,,,"Homo sapiens",,
,"Berninghausen, O.",,,,,,,,"Homo sapiens",,
,"Becker, T.",,,,,,,,"Homo sapiens",,
,"Cheng, J.",,,,,,,,"Homo sapiens",,
,"Beckmann, R.",,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
"6Z6N","Wells, J.N.","2020-05-28","2.9","Wells, J.N., Buschauer, R., Mackens-Kiani, T., Best, K., Kratzat, H., Berninghausen, O., Becker, T., Gilbert, W., Cheng, J., Beckmann, R.","Structure and function of yeast Lso2 and human CCDC124 bound to hibernating ribosomes.",2020,"Cryo-EM structure of human EBP1-80S ribosomes (focus on EBP1)",,"Homo sapiens",21857,
,"Buschauer, R.",,,,,,,,"Homo sapiens",,
,"Mackens-Kiani, T.",,,,,,,,"Homo sapiens",,
,"Best, K.",,,,,,,,"Homo sapiens",,
,"Kratzat, H.",,,,,,,,"Homo sapiens",,
,"Berninghausen, O.",,,,,,,,"Homo sapiens",,
,"Becker, T.",,,,,,,,"Homo sapiens",,
,"Cheng, J.",,,,,,,,"Homo sapiens",,
,"Beckmann, R.",,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
,,,,,,,,,"Homo sapiens",,
"6ZCE","Kratzat, H.","2020-06-10","5.3","Kratzat, H., Mackens-Kiani, T., Ameismeier, M., Potocnjak, M., Cheng, J., Dacheux, E., Namane, A., Berninghausen, O., Herzog, F., Fromont-Racine, M., Becker, T., Beckmann, R.","A structural inventory of native ribosomal ABCE1-43S pre-initiation complexes.",2021,"Structure of a yeast ABCE1-bound 43S pre-initiation complex",,"Saccharomyces cerevisiae S288C",11730,
,"Mackens-Kiani, T.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Cheng, J.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Berninghausen, O.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Becker, T.",,,,,,,,"Saccharomyces cerevisiae S288C",,
,"Beckmann, R.",,,,,,,,"Saccharomyces cerevisiae S288C",,
