"Assembly ID","Deposition Date","PDB ID","DOI","Title",
"1JQT-1","2001-08-07","1JQT","10.1006/jmbi.2001.4907","Localization of L11 protein on the ribosome and elucidation of its involvement in EF-G-dependent translocation.",
"1JQS-1","2001-08-07","1JQS","10.1006/jmbi.2001.4907","Localization of L11 protein on the ribosome and elucidation of its involvement in EF-G-dependent translocation.",
"1Y69-1","2004-12-04","1Y69","10.1038/sj.emboj.7600525","X-ray crystallography on ribosome recycling: mechanism of binding and action of RRF on the 50S ribosomal subunit",
"5ADY-1","2015-08-25","5ADY","10.1038/NSMB.3103","Hflx is a Ribosome Splitting Factor Rescuing Stalled Ribosomes Under Stress Conditions",
"2AAR-1","2005-07-14","2AAR","10.1073/pnas.0505581102","Structure of trigger factor binding domain in biologically homologous complex with eubacterial ribosome reveals its chaperone action",
"5O9E-1","2017-06-19","5O9E","10.1371/journal.pone.0183272","Mpp10 represents a platform for the interaction of multiple factors within the 90S pre-ribosome.",
"4P70-1","2014-03-25","4P70","10.1073/pnas.1409436111","Structural insights into +1 frameshifting promoted by expanded or modification-deficient anticodon stem loops.",
"4P70-2","2014-03-25","4P70","10.1073/pnas.1409436111","Structural insights into +1 frameshifting promoted by expanded or modification-deficient anticodon stem loops.",
"2OGN-1","2007-01-07","2OGN","10.1073/pnas.0700041104","Induced-fit tightens pleuromutilins binding to ribosomes and remote interactions enable their selectivity.",
"4WT8-2","2014-10-29","4WT8","10.1016/j.jmb.2014.12.018","Bactobolin A Binds to a Site on the 70S Ribosome Distinct from Previously Seen Antibiotics.",
"4WT8-1","2014-10-29","4WT8","10.1016/j.jmb.2014.12.018","Bactobolin A Binds to a Site on the 70S Ribosome Distinct from Previously Seen Antibiotics.",
"3J9M-1","2015-02-08","3J9M","10.1126/science.aaa1193","Ribosome. The structure of the human mitochondrial ribosome.",
"6UZ7-1","2019-11-14","6UZ7","10.1073/pnas.1916436117","Long-range interdomain communications in eIF5B regulate GTP hydrolysis and translation initiation.",
"6QZP-1","2019-03-12","6QZP","10.1038/nature24482","Visualization of chemical modifications in the human 80S ribosome structure.",
"6ORD-1","2019-04-30","6ORD","10.1073/pnas.2004170117","Disruption of evolutionarily correlated tRNA elements impairs accurate decoding.",
"6ORD-2","2019-04-30","6ORD","10.1073/pnas.2004170117","Disruption of evolutionarily correlated tRNA elements impairs accurate decoding.",
"6H58-1","2018-07-24","6H58","10.1038/s41564-018-0237-0","Structure of a hibernating 100S ribosome reveals an inactive conformation of the ribosomal protein S1.",
"2OGO-1","2007-01-07","2OGO","10.1073/pnas.0700041104","Induced-fit tightens pleuromutilins binding to ribosomes and remote interactions enable their selectivity.",
"6VMI-1","2020-01-28","6VMI",,"Structure of the human mitochondrial ribosome-EF-G1 complex (ClassIII)",
"6WQQ-1","2020-04-29","6WQQ",,"CryoEM survey of oxazolodinone antibiotics in complex with the 50S subunit of the methicillin resistant Staphylococcus aureus ribosome",
"5I4L-1","2016-02-12","5I4L","10.1038/srep27720","Amicoumacin A induces cancer cell death by targeting the eukaryotic ribosome.",
"5I4L-2","2016-02-12","5I4L","10.1038/srep27720","Amicoumacin A induces cancer cell death by targeting the eukaryotic ribosome.",
"5M43-1","2016-10-18","5M43","10.1002/pro.3085","Interaction network of the ribosome assembly machinery from a eukaryotic thermophile.",
"5DC3-2","2015-08-23","5DC3","10.1016/j.jmb.2016.05.011","Crystal Structure of Hypusine-Containing Translation Factor eIF5A Bound to a Rotated Eukaryotic Ribosome.",
"5DC3-1","2015-08-23","5DC3","10.1016/j.jmb.2016.05.011","Crystal Structure of Hypusine-Containing Translation Factor eIF5A Bound to a Rotated Eukaryotic Ribosome.",
"6S0Z-1","2019-06-18","6S0Z","10.1038/s41598-019-48019-1","Exit tunnel modulation as resistance mechanism of S. aureus erythromycin resistant mutant.",
"5M3Q-1","2016-10-17","5M3Q","10.1002/pro.3085","Interaction network of the ribosome assembly machinery from a eukaryotic thermophile.",
"6S0X-1","2019-06-18","6S0X","10.1038/s41598-019-48019-1","Exit tunnel modulation as resistance mechanism of S. aureus erythromycin resistant mutant.",
"6J0A-1","2018-12-22","6J0A","10.1016/j.jmb.2019.02.002","Cryo-EM Structures Reveal Relocalization of MetAP in the Presence of Other Protein Biogenesis Factors at the Ribosomal Tunnel Exit.",
"5WNP-1","2017-08-01","5WNP","10.1038/s41594-018-0030-z","2'-O-methylation in mRNA disrupts tRNA decoding during translation elongation.",
"5MYJ-1","2017-01-26","5MYJ","10.1038/s41467-017-00718-x","A general mechanism of ribosome dimerization revealed by single-particle cryo-electron microscopy.",
"6WD0-1","2020-03-31","6WD0","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"5V93-1","2017-03-22","5V93","10.1093/nar/gkx785","Structural insights into species-specific features of the ribosome from the human pathogen Mycobacterium tuberculosis.",
"5U4J-1","2016-12-04","5U4J","10.1038/nature21053","Structural basis of co-translational quality control by ArfA and RF2 bound to ribosome.",
"5KPW-1","2016-07-05","5KPW","10.7554/eLife.17029","Ribosome•RelA structures reveal the mechanism of stringent response activation.",
"6WD1-1","2020-03-31","6WD1","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"6P5N-1","2019-05-30","6P5N","10.15252/embj.2019102226","The Israeli acute paralysis virus IRES captures host ribosomes by mimicking a ribosomal state with hybrid tRNAs.",
"4B3R-1","2012-07-26","4B3R","10.1038/NCOMMS4112","4'-O-Substitutions Determine Selectivity of Aminoglycoside Antibiotics",
"3DG4-1","2008-06-12","3DG4",,"Ribosomal Dynamics: Intrinsic Instability of a Moleculaar Machine",
"4B3M-1","2012-07-25","4B3M","10.1038/NCOMMS4112","4'-O-Substitutions Determine Selectivity of Aminoglycoside Antibiotics",
"6OTR-2","2019-05-03","6OTR","10.1093/nar/gkz760","Monomeric YoeB toxin retains RNase activity but adopts an obligate dimeric form for thermal stability.",
"6OTR-1","2019-05-03","6OTR","10.1093/nar/gkz760","Monomeric YoeB toxin retains RNase activity but adopts an obligate dimeric form for thermal stability.",
"6S13-1","2019-06-18","6S13","10.1038/s41598-019-48019-1","Exit tunnel modulation as resistance mechanism of S. aureus erythromycin resistant mutant.",
"6T59-1","2019-10-15","6T59","10.1126/science.aaz4352","TTC5 mediates autoregulation of tubulin via mRNA degradation.",
"6S12-1","2019-06-18","6S12","10.1038/s41598-019-48019-1","Exit tunnel modulation as resistance mechanism of S. aureus erythromycin resistant mutant.",
"3DG2-1","2008-06-12","3DG2",,"Ribosomal Dynamics: Intrinsic Instability of a Moleculaar Machine",
"4AQY-1","2012-04-20","4AQY","10.1073/PNAS.1204073109","Dissociation of Antibacterial Activity and Aminoglycoside Ototoxicity in the 4-Monosubstituted 2-Deoxystreptamine Apramycin.",
"5MDV-1","2016-11-13","5MDV","10.1126/science.aai9127","Translational termination without a stop codon.",
"1PXW-1","2003-07-07","1PXW","10.1107/S090744490302239X","Purification, crystallization and preliminary X-ray diffraction data of L7Ae sRNP core protein from Pyrococcus abyssii.",
"1PXW-2","2003-07-07","1PXW","10.1107/S090744490302239X","Purification, crystallization and preliminary X-ray diffraction data of L7Ae sRNP core protein from Pyrococcus abyssii.",
"5WLC-1","2017-07-26","5WLC","10.1038/nsmb.3472","The complete structure of the small-subunit processome.",
"6QKL-1","2019-01-29","6QKL","10.1038/nsmb.3112","Mechanism of eIF6 release from the nascent 60S ribosomal subunit.",
"3DG0-1","2008-06-12","3DG0",,"Ribosomal Dynamics: Intrinsic Instability of a Moleculaar Machine",
"3CCL-1","2008-02-26","3CCL","10.1016/j.jmb.2008.03.075","Mutations outside the anisomycin-binding site can make ribosomes drug-resistant.",
"6NQB-1","2019-01-20","6NQB","10.1093/nar/gkz571","Role of Era in assembly and homeostasis of the ribosomal small subunit.",
"6C4I-1","2018-01-12","6C4I","10.1038/s41598-018-20107-8","Conformation of methylated GGQ in the Peptidyl Transferase Center during Translation Termination.",
"6D90-1","2018-04-27","6D90","10.7554/eLife.34062","Dual tRNA mimicry in the Cricket Paralysis Virus IRES uncovers an unexpected similarity with the Hepatitis C Virus IRES.",
"5TBW-2","2016-09-13","5TBW","10.1038/nchem.2800","Synthesis facilitates an understanding of the structural basis for translation inhibition by the lissoclimides.",
"5TBW-1","2016-09-13","5TBW","10.1038/nchem.2800","Synthesis facilitates an understanding of the structural basis for translation inhibition by the lissoclimides.",
"6GZ3-1","2018-07-03","6GZ3","10.1016/j.celrep.2018.11.040","tRNA Translocation by the Eukaryotic 80S Ribosome and the Impact of GTP Hydrolysis.",
"6SWE-1","2019-09-20","6SWE","10.1038/s42003-020-0780-0","Cryo-EM study of an archaeal 30S initiation complex gives insights into evolution of translation initiation.",
"2E5L-1","2006-12-21","2E5L","10.1016/j.str.2006.12.008","A snapshot of the 30S ribosomal subunit capturing mRNA via the Shine-Dalgarno interaction",
"6GZ4-1","2018-07-03","6GZ4","10.1016/j.celrep.2018.11.040","tRNA Translocation by the Eukaryotic 80S Ribosome and the Impact of GTP Hydrolysis.",
"6OXA-2","2019-05-13","6OXA","10.1093/nar/gkz760","Monomeric YoeB toxin retains RNase activity but adopts an obligate dimeric form for thermal stability.",
"6OXA-1","2019-05-13","6OXA","10.1093/nar/gkz760","Monomeric YoeB toxin retains RNase activity but adopts an obligate dimeric form for thermal stability.",
"6GZ5-1","2018-07-03","6GZ5","10.1016/j.celrep.2018.11.040","tRNA Translocation by the Eukaryotic 80S Ribosome and the Impact of GTP Hydrolysis.",
"5GAE-1","2015-11-25","5GAE","10.1038/ncomms10471","Structures of the E. coli translating ribosome with SRP and its receptor and with the translocon.",
"6QNQ-2","2019-02-11","6QNQ","10.1038/s41467-019-10409-4","Importance of potassium ions for ribosome structure and function revealed by long-wavelength X-ray diffraction.",
"6QNQ-1","2019-02-11","6QNQ","10.1038/s41467-019-10409-4","Importance of potassium ions for ribosome structure and function revealed by long-wavelength X-ray diffraction.",
"6QNR-3","2019-02-11","6QNR","10.1038/s41467-019-10409-4","Importance of potassium ions for ribosome structure and function revealed by long-wavelength X-ray diffraction.",
"6QNR-2","2019-02-11","6QNR","10.1038/s41467-019-10409-4","Importance of potassium ions for ribosome structure and function revealed by long-wavelength X-ray diffraction.",
"6QNR-1","2019-02-11","6QNR","10.1038/s41467-019-10409-4","Importance of potassium ions for ribosome structure and function revealed by long-wavelength X-ray diffraction.",
"5DFE-2","2015-08-26","5DFE","10.1016/j.celrep.2016.08.085","Uniformity of Peptide Release Is Maintained by Methylation of Release Factors.",
"5DFE-1","2015-08-26","5DFE","10.1016/j.celrep.2016.08.085","Uniformity of Peptide Release Is Maintained by Methylation of Release Factors.",
"5GAD-1","2015-11-24","5GAD","10.1038/ncomms10471","Structures of the E. coli translating ribosome with SRP and its receptor and with the translocon.",
"4WZD-2","2014-11-19","4WZD","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"4WZD-1","2014-11-19","4WZD","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"4ZSN-2","2015-05-13","4ZSN","10.1093/nar/gkw598","Mechanism of endonuclease cleavage by the HigB toxin.",
"4ZSN-1","2015-05-13","4ZSN","10.1093/nar/gkw598","Mechanism of endonuclease cleavage by the HigB toxin.",
"6G4S-1","2018-03-28","6G4S","10.1038/s41586-018-0193-0","Visualizing late states of human 40S ribosomal subunit maturation.",
"4V1A-1","2014-09-25","4V1A","10.1038/NATURE13895","The Complete Structure of the Large Subunit of the Mammalian Mitochondrial Ribosome",
"5OOL-1","2017-08-08","5OOL","10.1038/nsmb.3464","Structures of the human mitochondrial ribosome in native states of assembly.",
"5FLX-1","2015-10-28","5FLX","10.15252/EMBJ.201592469","Molecular Architecture of the Ribosome-Bound Hepatitis C Virus Internal Ribosomal Entry Site RNA.",
"4KZY-1","2013-05-30","4KZY","10.1038/nature12355","The initiation of mammalian protein synthesis and mRNA scanning mechanism.",
"4KZZ-1","2013-05-30","4KZZ","10.1038/nature12355","The initiation of mammalian protein synthesis and mRNA scanning mechanism.",
"5OOM-1","2017-08-08","5OOM","10.1038/nsmb.3464","Structures of the human mitochondrial ribosome in native states of assembly.",
"6SWD-1","2019-09-20","6SWD","10.1038/s42003-020-0780-0","Cryo-EM study of an archaeal 30S initiation complex gives insights into evolution of translation initiation.",
"2UUA-1","2007-03-01","2UUA","10.1038/nsmb1242","Mechanism for expanding the decoding capacity of transfer RNAs by modification of uridines.",
"6OF1-2","2019-03-28","6OF1","10.1128/AAC.02266-18","Structure of Dirithromycin Bound to the Bacterial Ribosome Suggests New Ways for Rational Improvement of Macrolides.",
"6OF1-1","2019-03-28","6OF1","10.1128/AAC.02266-18","Structure of Dirithromycin Bound to the Bacterial Ribosome Suggests New Ways for Rational Improvement of Macrolides.",
"6XZ7-1","2020-02-03","6XZ7","10.1261/rna.073817.119","Insights into the improved macrolide inhibitory activity from the high-resolution cryo-EM structure of dirithromycin bound to theE. coli70S ribosome.",
"4YPB-2","2015-03-12","4YPB","10.1073/pnas.1512959112","Defining the mRNA recognition signature of a bacterial toxin protein.",
"4YPB-1","2015-03-12","4YPB","10.1073/pnas.1512959112","Defining the mRNA recognition signature of a bacterial toxin protein.",
"5WNR-1","2017-08-01","5WNR","10.1038/s41594-018-0030-z","2'-O-methylation in mRNA disrupts tRNA decoding during translation elongation.",
"6WDL-1","2020-03-31","6WDL","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"6YLY-1","2020-04-07","6YLY","10.1016/j.molcel.2020.06.032","Construction of the Central Protuberance and L1 Stalk during 60S Subunit Biogenesis.",
"5WNQ-1","2017-08-01","5WNQ","10.1038/s41594-018-0030-z","2'-O-methylation in mRNA disrupts tRNA decoding during translation elongation.",
"6WDM-1","2020-03-31","6WDM","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"6XYW-1","2020-01-31","6XYW","10.1038/s41477-020-0631-5","Cryo-EM structure of the RNA-rich plant mitochondrial ribosome.",
"5OPT-1","2017-08-10","5OPT","10.1016/j.str.2017.09.014","The cryo-EM Structure of a Novel 40S Kinetoplastid-Specific Ribosomal Protein.",
"2UUB-1","2007-03-01","2UUB","10.1038/NSMB1242","Mechanism for Expanding the Decoding Capacity of Transfer Rnas by Modification of Uridines",
"6WDH-1","2020-03-31","6WDH","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"5WNV-1","2017-08-01","5WNV","10.1038/s41594-018-0030-z","2'-O-methylation in mRNA disrupts tRNA decoding during translation elongation.",
"6WDI-1","2020-03-31","6WDI","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"6SW9-1","2019-09-20","6SW9","10.1038/s42003-020-0780-0","Cryo-EM study of an archaeal 30S initiation complex gives insights into evolution of translation initiation.",
"5WNS-1","2017-08-01","5WNS","10.1038/s41594-018-0030-z","2'-O-methylation in mRNA disrupts tRNA decoding during translation elongation.",
"6YLX-1","2020-04-07","6YLX","10.1016/j.molcel.2020.06.032","Construction of the Central Protuberance and L1 Stalk during 60S Subunit Biogenesis.",
"6WDJ-1","2020-03-31","6WDJ","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"5WNT-1","2017-08-01","5WNT","10.1038/s41594-018-0030-z","2'-O-methylation in mRNA disrupts tRNA decoding during translation elongation.",
"2UUC-1","2007-03-01","2UUC","10.1038/nsmb1242","Mechanism for expanding the decoding capacity of transfer RNAs by modification of uridines.",
"3OTO-1","2010-09-13","3OTO","10.1261/rna.2357210","Modification of 16S ribosomal RNA by the KsgA methyltransferase restructures the 30S subunit to optimize ribosome function.",
"5GAF-1","2015-11-25","5GAF","10.1038/ncomms10471","Structures of the E. coli translating ribosome with SRP and its receptor and with the translocon",
"5GAH-1","2015-11-26","5GAH","10.1038/ncomms10471","Structures of the E. coli translating ribosome with SRP and its receptor and with the translocon.",
"5GAG-1","2015-11-26","5GAG","10.1038/ncomms10471","Structures of the E. coli translating ribosome with SRP and its receptor and with the translocon.",
"6W2T-1","2020-03-08","6W2T","10.7554/eLife.54575","A complex IRES at the 5'-UTR of a viral mRNA assembles a functional 48S complex via an uAUG intermediate.",
"6WDF-1","2020-03-31","6WDF","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"2UU9-1","2007-03-01","2UU9","10.1038/nsmb1242","Mechanism for expanding the decoding capacity of transfer RNAs by modification of uridines.",
"6WDG-1","2020-03-31","6WDG","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"5WNU-1","2017-08-01","5WNU","10.1038/s41594-018-0030-z","2'-O-methylation in mRNA disrupts tRNA decoding during translation elongation.",
"4P6F-1","2014-03-24","4P6F","10.1021/cb5003224","Macrolide-Peptide Conjugates as Probes of the Path of Travel of the Nascent Peptides through the Ribosome.",
"4P6F-2","2014-03-24","4P6F","10.1021/cb5003224","Macrolide-Peptide Conjugates as Probes of the Path of Travel of the Nascent Peptides through the Ribosome.",
"4IO9-1","2013-01-07","4IO9","10.1016/j.bmcl.2013.01.067","Novel 3-O-carbamoyl erythromycin A derivatives (carbamolides) with activity against resistant staphylococcal and streptococcal isolates.",
"4IOC-1","2013-01-07","4IOC","10.1016/j.bmcl.2013.01.067","Novel 3-O-carbamoyl erythromycin A derivatives (carbamolides) with activity against resistant staphylococcal and streptococcal isolates.",
"4IOA-1","2013-01-07","4IOA","10.1016/j.bmcl.2013.01.067","Novel 3-O-carbamoyl erythromycin A derivatives (carbamolides) with activity against resistant staphylococcal and streptococcal isolates.",
"4V7Z-2","2010-08-18","4V7Z","10.1073/pnas.1008685107","Revisiting the structures of several antibiotics bound to the bacterial ribosome.",
"4V7Z-1","2010-08-18","4V7Z","10.1073/pnas.1008685107","Revisiting the structures of several antibiotics bound to the bacterial ribosome.",
"4V7Y-1","2010-08-18","4V7Y","10.1073/pnas.1008685107","Revisiting the structures of several antibiotics bound to the bacterial ribosome.",
"4V7Y-2","2010-08-18","4V7Y","10.1073/pnas.1008685107","Revisiting the structures of several antibiotics bound to the bacterial ribosome.",
"4DUZ-1","2012-02-22","4DUZ",,"A structural basis for streptomycin resistance",
"3PIP-1","2010-11-07","3PIP","10.1073/pnas.1019406108","Crystal structure of the synergistic antibiotic pair, lankamycin and lankacidin, in complex with the large ribosomal subunit.",
"4V8A-2","2011-12-05","4V8A","10.1016/j.jmb.2011.12.055","The antibiotic thermorubin inhibits protein synthesis by binding to inter-subunit bridge b2a of the ribosome.",
"4V8A-1","2011-12-05","4V8A","10.1016/j.jmb.2011.12.055","The antibiotic thermorubin inhibits protein synthesis by binding to inter-subunit bridge b2a of the ribosome.",
"4V8C-2","2011-12-07","4V8C","10.1038/nature10913","A new understanding of the decoding principle on the ribosome.",
"4V8C-1","2011-12-07","4V8C","10.1038/nature10913","A new understanding of the decoding principle on the ribosome.",
"4JI1-1","2013-03-05","4JI1","10.1261/rna.040030.113","The central role of protein S12 in organizing the structure of the decoding site of the ribosome.",
"4V7T-1","2010-08-14","4V7T","10.1073/pnas.1007988107","Structures of the Escherichia coli ribosome with antibiotics bound near the peptidyl transferase center explain spectra of drug action.",
"4V85-1","2011-06-13","4V85","10.1261/rna.031187.111","Crystal structure of release factor RF3 trapped in the GTP state on a rotated conformation of the ribosome.",
"4V7T-2","2010-08-14","4V7T","10.1073/pnas.1007988107","Structures of the Escherichia coli ribosome with antibiotics bound near the peptidyl transferase center explain spectra of drug action.",
"4V7S-1","2010-08-05","4V7S","10.1073/pnas.1007988107","Structures of the Escherichia coli ribosome with antibiotics bound near the peptidyl transferase center explain spectra of drug action.",
"4V7S-2","2010-08-05","4V7S","10.1073/pnas.1007988107","Structures of the Escherichia coli ribosome with antibiotics bound near the peptidyl transferase center explain spectra of drug action.",
"4DV5-1","2012-02-22","4DV5",,"A structural basis for streptomycin resistance",
"4V9K-1","2013-04-24","4V9K","10.1126/science.1236086","Crystal structures of EF-G-ribosome complexes trapped in intermediate states of translocation.",
"4V9K-2","2013-04-24","4V9K","10.1126/science.1236086","Crystal structures of EF-G-ribosome complexes trapped in intermediate states of translocation.",
"4V9J-1","2013-04-23","4V9J","10.1126/science.1236086","Crystal structures of EF-G-ribosome complexes trapped in intermediate states of translocation.",
"4V9J-2","2013-04-23","4V9J","10.1126/science.1236086","Crystal structures of EF-G-ribosome complexes trapped in intermediate states of translocation.",
"4V7X-1","2010-08-17","4V7X","10.1073/pnas.1008685107","Revisiting the structures of several antibiotics bound to the bacterial ribosome.",
"4V7X-2","2010-08-17","4V7X","10.1073/pnas.1008685107","Revisiting the structures of several antibiotics bound to the bacterial ribosome.",
"4V7W-1","2010-08-16","4V7W","10.1073/pnas.1008685107","Revisiting the structures of several antibiotics bound to the bacterial ribosome.",
"4V7W-2","2010-08-16","4V7W","10.1073/pnas.1008685107","Revisiting the structures of several antibiotics bound to the bacterial ribosome.",
"4V7V-2","2010-08-16","4V7V","10.1073/pnas.1007988107","Structures of the Escherichia coli ribosome with antibiotics bound near the peptidyl transferase center explain spectra of drug action.",
"4V7V-1","2010-08-16","4V7V","10.1073/pnas.1007988107","Structures of the Escherichia coli ribosome with antibiotics bound near the peptidyl transferase center explain spectra of drug action.",
"4DV7-1","2012-02-22","4DV7",,"A structural basis for streptomycin resistance",
"4V9O-3","2013-05-03","4V9O","10.1126/science.1235970","Control of ribosomal subunit rotation by elongation factor G.",
"4V9O-4","2013-05-03","4V9O","10.1126/science.1235970","Control of ribosomal subunit rotation by elongation factor G.",
"4V9O-1","2013-05-03","4V9O","10.1126/science.1235970","Control of ribosomal subunit rotation by elongation factor G.",
"4V9O-2","2013-05-03","4V9O","10.1126/science.1235970","Control of ribosomal subunit rotation by elongation factor G.",
"4V9L-2","2013-04-24","4V9L","10.1126/science.1236086","Crystal structures of EF-G-ribosome complexes trapped in intermediate states of translocation.",
"4V9L-1","2013-04-24","4V9L","10.1126/science.1236086","Crystal structures of EF-G-ribosome complexes trapped in intermediate states of translocation.",
"6O97-1","2019-03-13","6O97","10.1021/jacs.9b01693","Design, Multigram Synthesis, and in Vitro and in Vivo Evaluation of Propylamycin: A Semisynthetic 4,5-Deoxystreptamine Class Aminoglycoside for the Treatment of Drug-Resistant Enterobacteriaceae and Other Gram-Negative Pathogens.",
"6O97-2","2019-03-13","6O97","10.1021/jacs.9b01693","Design, Multigram Synthesis, and in Vitro and in Vivo Evaluation of Propylamycin: A Semisynthetic 4,5-Deoxystreptamine Class Aminoglycoside for the Treatment of Drug-Resistant Enterobacteriaceae and Other Gram-Negative Pathogens.",
"2ZJP-1","2008-03-07","2ZJP","10.1016/J.MOLCEL.2008.01.009","Translational Regulation Via L11: Molecular Switches on the Ribosome Turned on and Off by Thiostrepton and Micrococcin.",
"3PIO-1","2010-11-07","3PIO","10.1073/pnas.1019406108","Crystal structure of the synergistic antibiotic pair, lankamycin and lankacidin, in complex with the large ribosomal subunit.",
"4JI8-1","2013-03-05","4JI8","10.1261/rna.040030.113","The central role of protein S12 in organizing the structure of the decoding site of the ribosome.",
"4JI5-1","2013-03-05","4JI5","10.1261/rna.040030.113","The central role of protein S12 in organizing the structure of the decoding site of the ribosome.",
"4NXN-1","2013-12-09","4NXN",,"A structural basis for streptomycin resistance",
"4DR6-1","2012-02-16","4DR6","10.1038/ncomms2346","A structural basis for streptomycin-induced misreading of the genetic code.",
"4DR5-1","2012-02-16","4DR5","10.1038/ncomms2346","A structural basis for streptomycin-induced misreading of the genetic code.",
"4DR4-1","2012-02-16","4DR4","10.1038/ncomms2346","A structural basis for streptomycin-induced misreading of the genetic code.",
"4DR3-1","2012-02-16","4DR3","10.1038/ncomms2346","A structural basis for streptomycin-induced misreading of the genetic code.",
"5TCU-1","2016-09-15","5TCU","10.1128/mBio.00395-17","Structural Basis for Linezolid Binding Site Rearrangement in the Staphylococcus aureus Ribosome.",
"4DR2-1","2012-02-16","4DR2","10.1038/ncomms2346","A structural basis for streptomycin-induced misreading of the genetic code.",
"4JI4-1","2013-03-05","4JI4","10.1261/rna.040030.113","The central role of protein S12 in organizing the structure of the decoding site of the ribosome.",
"4V7B-1","2013-10-27","4V7B","10.1073/pnas.1320387110","Visualization of two transfer RNAs trapped in transit during elongation factor G-mediated translocation.",
"4DR7-1","2012-02-16","4DR7","10.1038/ncomms2346","A structural basis for streptomycin-induced misreading of the genetic code.",
"5UZ4-1","2017-02-24","5UZ4","10.1073/pnas.1618016114","The cryo-EM structure of YjeQ bound to the 30S subunit suggests a fidelity checkpoint function for this protein in ribosome assembly.",
"4Z8C-2","2015-04-08","4Z8C","10.1038/nsmb.3031","The mechanism of inhibition of protein synthesis by the proline-rich peptide oncocin.",
"4Z8C-1","2015-04-08","4Z8C","10.1038/nsmb.3031","The mechanism of inhibition of protein synthesis by the proline-rich peptide oncocin.",
"1MI6-1","2002-08-22","1MI6","10.1038/nature01224","A cryo-electron microscopic study of ribosome-bound termination factor RF2",
"4WQU-2","2014-10-22","4WQU","10.1016/j.cell.2014.11.049","Conformational Changes of Elongation Factor G on the Ribosome during tRNA Translocation.",
"4WQU-1","2014-10-22","4WQU","10.1016/j.cell.2014.11.049","Conformational Changes of Elongation Factor G on the Ribosome during tRNA Translocation.",
"6DDD-1","2018-05-10","6DDD","10.1002/cmdc.201900042","cryoEM-Guided Development of Antibiotics for Drug-Resistant Bacteria.",
"5W4K-2","2017-06-12","5W4K","10.1038/nchembio.2462","Klebsazolicin inhibits 70S ribosome by obstructing the peptide exit tunnel.",
"5W4K-1","2017-06-12","5W4K","10.1038/nchembio.2462","Klebsazolicin inhibits 70S ribosome by obstructing the peptide exit tunnel.",
"3I56-1","2009-07-03","3I56","10.1128/AAC.00817-09","Structures of triacetyloleandomycin and mycalamide A bind to the large ribosomal subunit of Haloarcula marismortui.",
"6DDG-1","2018-05-10","6DDG","10.1002/cmdc.201900042","cryoEM-Guided Development of Antibiotics for Drug-Resistant Bacteria.",
"3J79-1","2014-06-02","3J79","10.7554/eLife.03080","Cryo-EM structure of the Plasmodium falciparum 80S ribosome bound to the anti-protozoan drug emetine.",
"2YKR-1","2011-05-30","2YKR","10.1073/PNAS.1104645108","Structural Basis for the Function of a Small Gtpase Rsga on the 30S Ribosomal Subunit Maturation Revealed by Cryoelectron Microscopy.",
"6U48-1","2019-08-23","6U48","10.1038/s41467-019-12589-5","Structure of ribosome-bound azole-modified peptide phazolicin rationalizes its species-specific mode of bacterial translation inhibition.",
"3J5S-1","2013-11-15","3J5S","10.1038/nsmb.2741","EttA regulates translation by binding the ribosomal E site and restricting ribosome-tRNA dynamics.",
"6AZ3-1","2017-09-09","6AZ3","10.1038/s41467-017-01664-4","Atomic resolution snapshot of Leishmania ribosome inhibition by the aminoglycoside paromomycin.",
"3J7A-1","2014-06-03","3J7A","10.7554/eLife.03080","Cryo-EM structure of the Plasmodium falciparum 80S ribosome bound to the anti-protozoan drug emetine.",
"6ND5-1","2018-12-13","6ND5","10.1261/rna.069260.118","High-resolution crystal structures of ribosome-bound chloramphenicol and erythromycin provide the ultimate basis for their competition.",
"6ND5-2","2018-12-13","6ND5","10.1261/rna.069260.118","High-resolution crystal structures of ribosome-bound chloramphenicol and erythromycin provide the ultimate basis for their competition.",
"4Z3S-1","2015-03-31","4Z3S","10.1016/j.molcel.2015.04.014","Distinct tRNA Accommodation Intermediates Observed on the Ribosome with the Antibiotics Hygromycin A and A201A.",
